1,1,733.2,268.49,71.89999999999998,36.339999999999975,1,1,1.0
1,2,209.14,250.99,94.03000000000003,40.139999999999986,1,1,1.0
1,3,122.49,334.46,133.24,58.85000000000002,1,1,1.0
2,1,719.65,270.03,72.63,37.26000000000005,1,1,1.0
2,2,209.13,251.07,94.03000000000003,40.120000000000005,1,1,1.0
2,3,97.37,338.08,136.56,59.920000000000016,1,1,1.0
3,1,706.1,271.58,73.35000000000002,38.170000000000016,1,1,1.0
3,2,209.12,251.15,94.04000000000002,40.099999999999994,1,1,1.0
3,3,72.24,341.69,139.88,60.99000000000001,1,1,1.0
4,1,692.55,273.12,74.08000000000004,39.10000000000002,1,1,1.0
4,2,209.1,251.23,94.06000000000003,40.08000000000001,1,1,1.0
4,3,47.12,345.31,143.19,62.05000000000001,1,1,1.0
5,1,679.0,274.67,74.79999999999995,40.00999999999999,1,1,1.0
5,2,209.09,251.31,94.07000000000002,40.06,1,1,1.0
5,3,22.0,348.92,146.5,63.129999999999995,1,1,1.0
6,1,664.28,276.22,76.27999999999997,40.92999999999995,1,1,1.0
6,2,209.07,251.39,94.09000000000003,40.04000000000002,1,1,1.0
6,3,0.0,352.54,146.4,64.19,1,1,1.0
7,1,649.56,277.76,77.7600000000001,41.85000000000002,1,1,1.0
7,2,209.06,251.47,94.08999999999997,40.02000000000001,1,1,1.0
7,3,0.0,356.15,124.3,65.27000000000004,1,1,1.0
8,1,634.84,279.31,79.24000000000001,42.75999999999999,1,1,1.0
8,2,209.04,251.55,94.10999999999999,40.0,1,1,1.0
8,3,0.0,359.77,102.2,66.33000000000004,1,1,1.0
9,1,620.12,280.85,80.72000000000003,43.69,1,1,1.0
9,2,209.03,251.63,94.11999999999998,39.98000000000002,1,1,1.0
9,3,0.0,363.93,76.25,61.620000000000005,1,1,1.0
10,1,605.4,282.4,82.20000000000005,44.60000000000002,1,1,1.0
10,2,209.01,251.71,94.13999999999999,39.96000000000001,1,1,1.0
10,3,0.0,368.1,50.3,56.89999999999998,1,1,1.0
11,1,590.4,284.78,84.5,45.34000000000003,1,1,1.0
11,2,209.0,251.79,94.14999999999998,39.940000000000026,1,1,1.0
11,3,0.0,380.0,27.8,48.89999999999998,1,1,1.0
12,1,574.83,287.17,85.09999999999991,45.079999999999984,1,1,1.0
12,2,208.99,251.87,94.14999999999998,39.920000000000016,1,1,1.0
13,1,559.27,289.55,85.70000000000005,44.81999999999999,1,1,1.0
13,2,208.97,251.94,94.16999999999999,39.910000000000025,1,1,1.0
14,1,543.7,291.93,86.29999999999995,44.56999999999999,1,1,1.0
14,2,208.96,252.02,94.17999999999998,39.890000000000015,1,1,1.0
15,1,526.87,294.32,88.39999999999998,45.68000000000001,1,1,1.0
15,2,208.94,252.1,94.19999999999999,39.87000000000003,1,1,1.0
16,1,510.03,296.7,90.5,46.80000000000001,1,1,1.0
16,2,208.93,252.18,94.20999999999998,39.849999999999966,1,1,1.0
17,1,493.2,299.08,92.59999999999997,47.920000000000016,1,1,1.0
17,2,208.91,252.26,94.22,39.829999999999984,1,1,1.0
18,1,475.53,301.47,94.37,49.02999999999997,1,1,1.0
18,2,208.9,252.34,94.22999999999999,39.809999999999974,1,1,1.0
19,1,457.85,303.85,96.44999999999993,50.14999999999998,1,1,1.0
19,2,208.88,252.42,94.25,39.78999999999999,1,1,1.0
20,1,440.18,306.23,98.52000000000004,51.26999999999998,1,1,1.0
20,2,208.87,252.5,94.25999999999999,39.76999999999998,1,1,1.0
21,1,422.5,308.62,100.60000000000002,52.379999999999995,1,1,1.0
21,2,208.85,252.58,94.28,39.74999999999997,1,1,1.0
22,1,404.83,311.0,102.67000000000002,53.5,1,1,1.0
22,2,208.84,252.66,94.28,39.72999999999999,1,1,1.0
23,1,386.1,314.71,105.59999999999997,54.58000000000004,1,1,1.0
23,2,208.83,252.74,94.28999999999999,39.70999999999998,1,1,1.0
24,1,366.47,318.03,107.45999999999998,55.59000000000003,1,1,1.0
24,2,208.81,252.82,94.31,39.69999999999999,1,1,1.0
25,1,346.85,321.35,109.29999999999995,56.599999999999966,1,1,1.0
25,2,208.8,252.9,94.32,39.67999999999998,1,1,1.0
26,1,327.22,324.68,111.15999999999997,57.599999999999966,1,1,1.0
26,2,208.78,252.85,94.34,39.78999999999999,1,1,1.0
27,1,307.59,328.0,113.01000000000005,58.610000000000014,1,1,1.0
27,2,208.77,252.81,94.34,39.889999999999986,1,1,1.0
28,1,284.19,330.72,118.61000000000001,60.86999999999995,1,1,1.0
28,2,208.75,252.76,94.36000000000001,40.0,1,1,1.0
29,1,260.79,333.45,124.20999999999998,63.120000000000005,1,1,1.0
29,2,208.74,252.71,94.37,40.109999999999985,1,1,1.0
30,1,237.39,336.17,129.81,65.38,1,1,1.0
30,2,208.72,252.66,94.39000000000001,40.22,1,1,1.0
31,1,213.99,338.9,133.70999999999998,67.62,1,1,1.0
31,2,208.71,252.62,94.4,40.31999999999999,1,1,1.0
32,1,199.1,343.52,128.70000000000002,64.98000000000002,1,1,1.0
32,2,208.7,252.57,94.40000000000003,40.43000000000001,1,1,1.0
33,1,174.2,348.3,133.7,65.94999999999999,1,1,1.0
33,2,208.68,252.52,94.42000000000002,40.53999999999999,1,1,1.0
34,1,149.3,352.75,138.7,67.25,1,1,1.0
34,2,208.67,252.48,94.43000000000004,40.640000000000015,1,1,1.0
35,1,125.9,357.37,140.17,68.02999999999997,1,1,1.0
35,2,208.65,252.43,94.45000000000002,40.75,1,1,1.0
36,1,99.75,361.98,144.38,68.91999999999996,1,1,1.0
36,2,208.64,252.38,94.46000000000004,40.860000000000014,1,1,1.0
37,1,73.6,366.6,148.6,69.79999999999995,1,1,1.0
37,2,208.62,252.34,94.46999999999997,40.96000000000001,1,1,1.0
38,1,45.35,371.6,153.12,71.13,1,1,1.0
38,2,208.61,252.29,94.47999999999996,41.07000000000002,1,1,1.0
39,1,17.1,376.6,157.63,72.46999999999997,1,1,1.0
39,2,208.59,252.24,94.49999999999997,41.18000000000001,1,1,1.0
40,1,0.0,381.6,151.0,73.79999999999995,1,1,1.0
40,2,208.58,252.19,94.50999999999996,41.29000000000002,1,1,1.0
41,1,0.0,384.15,125.5,76.75,1,1,1.0
41,2,208.57,252.15,94.51999999999998,41.390000000000015,1,1,1.0
42,1,0.0,386.7,100.0,79.69999999999999,1,1,1.0
42,2,208.55,252.1,94.52999999999997,41.50000000000003,1,1,1.0
43,1,0.0,395.7,74.0,71.69999999999999,1,1,1.0
43,2,208.54,252.21,94.53999999999999,41.45000000000002,1,1,1.0
44,1,0.0,404.7,48.75,63.69999999999999,1,1,1.0
44,2,208.52,252.31,94.55999999999997,41.410000000000025,1,1,1.0
45,1,0.0,413.7,23.5,55.69999999999999,1,1,1.0
45,2,208.51,252.42,94.57,41.359999999999985,1,1,1.0
46,2,208.49,252.52,94.58999999999997,41.319999999999965,1,1,1.0
